NOME_CURSO,ESCOLAS_CURSO,RESPONDENT_STUDENT_NUMBER,RESPONDENT_GENDER,RESPONDENT_AGE,NACIONALIDADE_1,CONCELHO_DE_RESIDENCIA,DISTRITO_DE_RESIDENCIA,DESLOCADO_AREA_RESIDENCIA,ANO_CONCLUSAO_DA_HABILITACAO_ANTERIOR,NOTA_CONCLUSAO_HABILITACAO_ANTERIOR,FREQUENTA_OUTROS_CURSOS_EM_SIMULTANEO,ESTATUTO_TRABALHADOR_ESTUDANTE,NIVEL_ESCOLARIDADE_PAI,NIVEL_ESCOLARIDADE_MAE,CONDICAO_PROFISSIONAL_PAI,CONDICAO_PROFISSIONAL_MAE,HABILITACAO_ACADEMICA_ANTERIOR,FREQUENCIA_PERIODO_DIA,TEMPO_PARCIAL,CONDICAO_PROFISSIONAL_ALUNO,SCHOLARSHIP_GRANT_OWNER,1-1,1-2,1-3,1-4,1-5,1-6,1-7,1-8,1-9,1-10,1-11 MOTIVAÇÕES E EXPETATIVAS,1-12,1-13.1 MOTIVAÇÕES E EXPETATIVAS,1-13.2 MOTIVAÇÕES E EXPETATIVAS,1-13.3 MOTIVAÇÕES E EXPETATIVAS,1-13.4 MOTIVAÇÕES E EXPETATIVAS,1-13.5 MOTIVAÇÕES E EXPETATIVAS,1-13.6 MOTIVAÇÕES E EXPETATIVAS,1-13.7 MOTIVAÇÕES E EXPETATIVAS,1-13.8 MOTIVAÇÕES E EXPETATIVAS,1-13.9 MOTIVAÇÕES E EXPETATIVAS,1-13.10 MOTIVAÇÕES E EXPETATIVAS,1-13.11 MOTIVAÇÕES E EXPETATIVAS,1-13.12 MOTIVAÇÕES E EXPETATIVAS,1-13.13 MOTIVAÇÕES E EXPETATIVAS,1-13.14 MOTIVAÇÕES E EXPETATIVAS,1-13.15 MOTIVAÇÕES E EXPETATIVAS,1-13.16 MOTIVAÇÕES E EXPETATIVAS,1-13.17 MOTIVAÇÕES E EXPETATIVAS,1-13.18 MOTIVAÇÕES E EXPETATIVAS,1-14,1-15.1 MOTIVAÇÕES E EXPETATIVAS,1-15.2 MOTIVAÇÕES E EXPETATIVAS,1-15.3 MOTIVAÇÕES E EXPETATIVAS,1-15.4 MOTIVAÇÕES E EXPETATIVAS,1-15.5 MOTIVAÇÕES E EXPETATIVAS,1-15.6 MOTIVAÇÕES E EXPETATIVAS,1-15.7 MOTIVAÇÕES E EXPETATIVAS,1-15.8 MOTIVAÇÕES E EXPETATIVAS,1-15.9 MOTIVAÇÕES E EXPETATIVAS,1-15.10 MOTIVAÇÕES E EXPETATIVAS,1-15.11 MOTIVAÇÕES E EXPETATIVAS,1-15.12 MOTIVAÇÕES E EXPETATIVAS,1-15.13 MOTIVAÇÕES E EXPETATIVAS,1-15.14 MOTIVAÇÕES E EXPETATIVAS,1-15.15 MOTIVAÇÕES E EXPETATIVAS,1-16,1-17,1-18,1-19,1-20,1-21,1-22,1-23,1-24,1-25,1-26,1-27,1-28,ESCOLAS_CURSO_NORMALIZED
Doutoramento em Ciência Política,ESPP,138053,Masculino,34,Paquistão,Shaikhupura,,True,2024.0,3.6,False,False,Ensino superior - Bacharelato/Licenciatura (Pré Bolonha),3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Trabalha por conta própria - (como empregador),Doméstica/o,Ensino pós-graduado - Mestrado Integrado,Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,1.0,1.0,1.0,,2.0,Nil,1.0,nil,secondery school teacher,"4, 1, 6",Nil,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,"Since I have not yet joined my PhD program at ISCTE due to the delayed response from the Embassy, my answers are based on my research interests and the academic reputation of ISCTE. I believe that the university’s strong research environment and Lisbon’s multicultural setting provide an excellent foundation for academic and professional growth.",4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,,,2.0,1.0,2.0,"8, 6, 5",,"7, 1, 11",Nil,"3, 2",,1.0,,"After completing my doctorate, I would like to work in the education sector or in a research institute in my home country, contributing to policy development and knowledge dissemination for the betterment of society.",['ESPP']
Doutoramento em Antropologia (FCSH),ECSH; 0902,104240,Feminino,33,Portugal,Mangualde,Viseu,True,2014.0,13.0,,False,Ensino médio,Ensino superior - Bacharelato,Reformado/a,Trabalha por conta de outrem,Ensino superior - Licenciatura (Bolonha),,False,"Aluno, estudante",Estudante sem bolsa,1.0,1.0,2.0,3.0,Media,2.0,,,,Gestora de projectos sociais,"10, 4, 2",,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,5.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,,3.0,1.0,2.0,"9, 4, 2",,"8, 1, 11",,3,,5.0,Não sei,Não sei,"['ECSH', '0902']"
Doutoramento em Antropologia (FCSH),ECSH; 0902,138433,Feminino,54,Portugal,Lisboa,Lisboa,True,2013.0,16.0,,False,Ensino médio,Ensino médio,Outra situação,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,2.0,,Técnica Superior Comunicação,"9, 4",,5.0,4.0,66.0,66.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,66.0,,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,3.0,1.0,2.0,"8, 7, 2, 1",,"8, 4, 1",,"4, 2",,1.0,,Investigação na academia,"['ECSH', '0902']"
Doutoramento em Ciências da Comunicação,ESPP,140729,Feminino,54,Portugal,Lisboa,Lisboa,False,1996.0,15.0,False,False,Diploma de Especialização Tecnológica,Diploma de Especialização Tecnológica,Reformado/a,Reformado/a,Ensino médio,Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,2.0,,Fisioterapeuta,"9, 3, 6",,5.0,3.0,66.0,4.0,66.0,5.0,5.0,5.0,66.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,66.0,,5.0,5.0,4.0,4.0,4.0,66.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,66.0,,4.0,1.0,2.0,5,,"5, 4",,"4, 2",,1.0,,"Gostaria de manter a minha atividade de fisioterapeuta, trabalhando de forma ativa para a melhoria dos serviços, não só contribuindo na a formação dos meus pares, mas também dos futuros profissionais",['ESPP']
Doutoramento em Finanças,EG,82372,Masculino,27,Portugal,Odivelas,Lisboa,False,2022.0,17.0,False,False,Diploma de curso técnico superior profissional,Ensino Secundário - 12º ano de escolaridade ou equivalente,Outra situação,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,3.0,"Terminei o mestrado no ano letivo 2021/2022. Adicionalmente, encontro-me empregado.",3.0,n.a.,2.0,n.a.,Técnico Superior,"3, 1, 6",n.a.,3.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,n.a.,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,n.a.,3.0,1.0,2.0,"8, 2, 1",n.a.,"7, 5, 4",n.a.,"3, 2",n.a.,1.0,n.a.,Gostaria de explorar a via académica,['EG']
Doutoramento em Psicologia,ECSH,96197,Feminino,27,Portugal,Lisboa,Lisboa,False,2022.0,17.0,False,False,Ensino pós-graduado - Mestrado (Pré Bolonha),Ensino médio,Trabalha por conta de outrem,Trabalha por conta própria - independente (sem empregados),Ensino pós-graduado - Mestrado (Bolonha),Manhã,False,"Aluno, estudante",Bolseiros da FCT,1.0,2.0,2.0,3.0,Obtive uma bolsa de doutoramento 2025 - linha de candidatura não académica.,5.0,,,,Assistente de Investigação,"11, 8, 1",,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,66.0,,4.0,4.0,4.0,4.0,4.0,4.0,66.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,66.0,,3.0,1.0,2.0,"6, 4, 1",,"7, 6, 2",,"4, 2",,1.0,,Realizar programas de intervenção de saúde mental no ensino superior.,['ECSH']
Doutoramento em Políticas Públicas,ESPP,36744,Feminino,51,Portugal,,,False,2024.0,17.0,False,False,Diploma de curso técnico superior profissional,Ensino Secundário - 12º ano de escolaridade ou equivalente,Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,3.0,Não tenho interesse.,3.0,,5.0,Entidade administrativa independente,Diretora de Supervisão,"9, 5",,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,não se aplica.,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,1.0,não se aplica,1.0,1.0,2.0,"7, 5, 2",não se aplica,"5, 4, 1",não se aplica,2,não se aplica,2.0,não se aplica,na que encontro atualmente,['ESPP']
Doutoramento em Ciências e Tecnologias da Informação,ISTA,863,Feminino,48,Portugal,Loures,Lisboa,False,2024.0,18.0,False,False,Ensino Secundário - 12º ano de escolaridade ou equivalente,Ensino Secundário - 12º ano de escolaridade ou equivalente,Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,1.0,2.0,3.0,Como estou a trabalhar pensei que não iria ter acesso.,3.0,,3.0,,Consultora,"7, 5, 1",,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,66.0,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,66.0,,3.0,1.0,2.0,"2, 1",,"4, 1",,"3, 2, 1",,1.0,,,['ISTA']
Doutoramento em Ciências e Tecnologias da Informação,ISTA,140175,Masculino,42,Brasil,PALMAS - TOCANTINS,,True,2017.0,,False,False,Ensino médio,Ensino médio,Outra situação,Outra situação,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,2.0,,Analista de Tecnologia da Informação,"5, 3, 6",,5.0,5.0,66.0,4.0,66.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,66.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,66.0,,2.0,1.0,2.0,4,,"7, 4, 11",,2,,2.0,,Pretendo continuar e progredir na minha carreira atual.,['ISTA']
Doutoramento em Políticas Públicas,ESPP,89678,Masculino,45,Guiné Bissau,Sintra,Lisboa,False,2021.0,15.0,False,False,Diploma de curso técnico superior profissional,Ensino médio,Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,1.0,,3.0,,5.0,"Trabalhei na Administração Pública da Guiné-Bissau

Atualmente, trabalho numa instituição privada aqui em Portugal",Administrador,"3, 2, 1",,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,66.0,5.0,4.0,4.0,3.0,66.0,,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,66.0,,1.0,1.0,2.0,"9, 5, 4",,"7, 5, 1",,"4, 3",,2.0,,"Dirigente da Administração Pública 
Docente do ensino superior",['ESPP']
Doutoramento em História Moderna e Contemporânea,ESPP,140511,Feminino,54,Portugal,Oeiras,Lisboa,False,1993.0,12.0,False,False,Ensino pós-graduado - Doutoramento (Bolonha),Ensino pós-graduado - Doutoramento (Bolonha),Reformado/a,Reformado/a,Ensino superior - Licenciatura (Pré Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,3.0,,Diretora centro de empresas,"9, 4, 6",,5.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,na,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,66.0,,1.0,1.0,1.0,"5, 2, 10",.,"4, 3, 1",.,1,.,3.0,,manter a minha atividade na área bancaria mas ter competencias mais alargadas de estudo e analise,['ESPP']
Doutoramento em Políticas Públicas,ESPP,140221,Masculino,44,Venezuela,Lisboa,Lisboa,False,2008.0,16.0,False,True,Desconhecido,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Outra situação,Outra situação,Ensino superior - Licenciatura (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,1.0,,3.0,,3.0,,Sociólogo,"2, 1, 6",,5.0,5.0,66.0,66.0,5.0,5.0,5.0,5.0,66.0,5.0,5.0,5.0,66.0,5.0,66.0,5.0,66.0,66.0,,5.0,5.0,66.0,5.0,5.0,66.0,66.0,5.0,5.0,5.0,5.0,66.0,5.0,66.0,66.0,,3.0,1.0,2.0,"9, 4, 11","As condições laborais constituem um entrave significativo. Embora o Estatuto de Estudante Trabalhador permita justificar ausências durante o período de frequência curricular, essa possibilidade deixa de existir na fase da tese, uma vez que já não há aulas presenciais para justificar perante a entidade empregadora. Isso coloca em risco a conciliação entre o trabalho e a investigação. Acresce que a opção de inscrição a tempo parcial, embora possível, apenas prolongaria o doutoramento e comprometeria a atualidade e relevância científica da investigação. Por este motivo, a realização do doutoramento sem apoio financeiro implicaria trabalhar em regime de 10 a 11 horas diárias por uma remuneração inferior ao valor da bolsa, o que inviabiliza a dedicação plena à investigação e à docência. Assim, a falta de condições adequadas para garantir exclusividade académica representa um fator adicional que poderá afetar a conclusão do curso no tempo previsto.","8, 12, 11",,"5, 4, 3","Um ano após a conclusão do doutoramento, gostaria de integrar-me em atividades profissionais que me permitam desenvolver funções de docência e investigação, mais ajustadas ao meu nível de qualificação e diretamente relacionadas com a área do doutoramento. O meu objetivo é contribuir para a produção de conhecimento científico e para a formação académica de estudantes, consolidando uma carreira académica e de investigação.",1.0,,"Gostaria de trabalhar em atividades de docência universitária e investigação científica na área das políticas públicas e do desenvolvimento, contribuindo para a produção de conhecimento e para a formação de estudantes.",['ESPP']
Doutoramento em Administração Pública,ESPP,136329,Feminino,43,Portugal,Lisboa,Lisboa,False,2004.0,12.0,True,False,Ensino pós-graduado - Doutoramento (Pré Bolonha),Ensino superior - Licenciatura (Bolonha),Reformado/a,Trabalha por conta de outrem,Ensino superior - Licenciatura (Pré Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,2.0,,Inspetora no MTSSS,"9, 5, 1",,5.0,4.0,66.0,66.0,66.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,66.0,,5.0,5.0,5.0,4.0,4.0,66.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,66.0,,4.0,1.0,2.0,"5, 2",,"8, 5, 1",,"4, 3, 2",,1.0,,"Pretendo desenvolver a minha atividade profissional na Administração Pública, aliando a função inspetiva à docência e à investigação no Ensino Superior, orientando-a para a modernização e disrupção da gestão pública através da aplicação da Inteligência Artificial.",['ESPP']
Doutoramento em Ciências e Tecnologias da Informação,ISTA,109999,Masculino,29,Paquistão,Odivelas,Lisboa,False,2019.0,72.13,False,False,Ensino médio,Ensino superior - Bacharelato,Trabalha por conta própria - (como empregador),Doméstica/o,Ensino superior - Licenciatura (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,1.0,1.0,1.0,,2.0,,,,Other,"10, 2, 1",,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1.0,1.0,1.0,"9, 8, 3",,"3, 1, 10",,"4, 3, 2, 1",,1.0,,,['ISTA']
Doutoramento em Gestão,EG,101963,Feminino,26,Portugal,Lisboa,Lisboa,False,2023.0,17.0,False,True,Ensino pós-graduado - Doutoramento (Pré Bolonha),Ensino pós-graduado - Doutoramento (Pré Bolonha),Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,3.0,,Consultora no âmbito de marketing e comunicação.,"10, 3, 2",,5.0,4.0,5.0,66.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,66.0,,5.0,5.0,2.0,5.0,4.0,5.0,66.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,66.0,,1.0,1.0,2.0,2,,"7, 4, 1",,"4, 3",,3.0,,,['EG']
Doutoramento em Ciências e Tecnologias da Informação,ISTA,122075,Masculino,28,Portugal,Vila Franca de Xira,Lisboa,False,2025.0,16.0,False,False,2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),Trabalha por conta própria - independente (sem empregados),Trabalha por conta própria - independente (sem empregados),Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,1.0,2.0,2.0,,3.0,,2.0,,Técnico Superior,"5, 3, 2",,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,1.0,1.0,2.0,3,,2,,2,,2.0,,,['ISTA']
Doutoramento em Arquitectura dos Territórios Metropolitanos Contemporâneos,ISTA,107133,Feminino,37,Alemanha,,,True,2025.0,,False,False,Ensino superior - Bacharelato/Licenciatura (Pré Bolonha),Ensino superior - Bacharelato/Licenciatura (Pré Bolonha),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,1.0,1.0,2.0,1.0,,4.0,,,,architect/urban planner,"10, 2, 6",,66.0,66.0,66.0,66.0,66.0,66.0,4.0,3.0,5.0,66.0,66.0,4.0,4.0,4.0,5.0,4.0,3.0,66.0,,5.0,3.0,66.0,66.0,66.0,66.0,3.0,66.0,3.0,4.0,66.0,4.0,5.0,5.0,66.0,,4.0,1.0,2.0,"9, 7, 4",,"6, 3, 1, 10",,4,,4.0,,"Project assistance and consulting, advising political decision-makers",['ISTA']
Doutoramento em Antropologia (FCSH),ECSH; 0902,50085,Feminino,41,Portugal,Lisboa,Lisboa,False,2012.0,17.0,,False,Ensino superior - Licenciatura (Pré Bolonha),Ensino superior - Licenciatura (Pré Bolonha),Trabalha por conta de outrem,Reformado/a,Ensino pós-graduado - Mestrado (Pré Bolonha),,False,Trabalha por conta de outrem,Bolseiros da FCT,1.0,2.0,1.0,2.0,,3.0,,3.0,,Coordenadora de Comunicação,"5, 4, 6",,4.0,4.0,4.0,4.0,66.0,4.0,4.0,5.0,5.0,3.0,66.0,4.0,66.0,66.0,66.0,66.0,66.0,66.0,,5.0,5.0,66.0,66.0,66.0,66.0,66.0,4.0,5.0,5.0,66.0,4.0,66.0,66.0,66.0,,1.0,1.0,2.0,"8, 3",,"5, 1, 11",,4,,3.0,,Projetos Especiais relacionados com Colecioniadores/Colecionismo na empresa onde trabalho atualmente,"['ECSH', '0902']"
Doutoramento em Políticas Públicas,ESPP,140757,Masculino,45,Guiné Bissau,Amadora,Lisboa,False,2023.0,12.0,False,False,Desconhecido,Desconhecido,Trabalha por conta própria - (como empregador),Doméstica/o,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,2.0,1.0,2.0,2.0,,3.0,,3.0,,Comercial,"7, 4, 1",,5.0,4.0,66.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,66.0,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,2.0,1.0,1.0,"9, 1",,"5, 4, 10",,"4, 3, 2",,1.0,,gostaria de trabalhar depois de doutoramento em investigação para melhor dar a minha contribuição. escrever vários livros e artigos cientificos.,['ESPP']
"Doutoramento em História, Estudos de Segurança e Defesa",ESPP,140156,Feminino,24,Portugal,Sesimbra,Setúbal,False,2023.0,16.0,False,False,Desconhecido,Ensino pós-graduado - Mestrado (Pré Bolonha),Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino superior - Licenciatura (Bolonha),,False,"Aluno, estudante",Estudante sem bolsa,1.0,1.0,2.0,2.0,,2.0,,,,Estudante,2,,5.0,5.0,66.0,4.0,5.0,5.0,5.0,4.0,66.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,66.0,,5.0,5.0,66.0,5.0,5.0,66.0,4.0,5.0,4.0,5.0,5.0,4.0,66.0,66.0,66.0,,3.0,1.0,2.0,"8, 4",,"4, 10",,"4, 3",,1.0,,,['ESPP']
Doutoramento em Arquitectura dos Territórios Metropolitanos Contemporâneos,ISTA,140142,Masculino,53,Portugal,Oeiras,Lisboa,False,1999.0,14.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Reformado/a,Reformado/a,Ensino superior - Licenciatura (Pré Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,2.0,,Técnico Superior - Arquiteto,"3, 1, 6",,4.0,3.0,66.0,66.0,66.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,66.0,,4.0,66.0,4.0,4.0,4.0,66.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,66.0,,4.0,1.0,2.0,"9, 7, 1",,"1, 12, 11",,"4, 3",,1.0,,Área de investigação e/ou implementação do planeamento urbano.,['ISTA']
Doutoramento em Estudos Urbanos,ECSH; ESPP; 0902,139994,Feminino,48,Portugal,Setúbal,Setúbal,False,2008.0,13.0,False,True,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Ensino superior - Licenciatura (Pré Bolonha),Outra situação,Reformado/a,Ensino superior - Licenciatura (Pré Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,2.0,,Arquiteta (técnica superior),"5, 3, 6",,3.0,1.0,66.0,66.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,66.0,,5.0,4.0,2.0,4.0,4.0,66.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,66.0,,4.0,1.0,2.0,"4, 2",,1,,2,,2.0,,"Pretendo aplicar de forma aprofundada os conhecimentos adquiridos ao longo da tese de doutoramento, contribuindo, futuramente, para o bom planeamento e desenvolvimento urbano da cidade.","['ECSH', 'ESPP', '0902']"
Doutoramento em Ciências e Tecnologias da Informação,ISTA,140110,Feminino,27,Portugal,Santarém,Santarém,False,2022.0,14.0,False,True,Ensino superior - Licenciatura (Bolonha),Ensino pós-graduado - Doutoramento (Pré Bolonha),Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado Integrado,Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,3.0,,AI Expert,"5, 3, 6",,4.0,2.0,66.0,66.0,66.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,66.0,4.0,1.0,4.0,4.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ISTA']
Doutoramento em Serviço Social,ESPP,140800,Feminino,27,Portugal,Mafra,Lisboa,False,2024.0,18.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Ensino Secundário - 12º ano de escolaridade ou equivalente,Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,2.0,,Assistente Social,"5, 4, 3",,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,1.0,1.0,2.0,2,,5,,3,,1.0,,,['ESPP']
Doutoramento em História Moderna e Contemporânea,ESPP,102587,Feminino,62,Portugal,Amadora,Lisboa,False,1995.0,11.0,False,False,Desconhecido,Desconhecido,Outra situação,Outra situação,Ensino superior - Licenciatura (Pré Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,3.0,"Não tenho necessidades , devido ao facto de trabalhar.",3.0,,2.0,,Jurista.,"7, 4, 1",,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,66.0,,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,1.0,1.0,2.0,"5, 2, 1",,"4, 1, 11",,4,,1.0,,"gostaria de estar a lecionar uma disciplina relacionada com  o Doutoramento que pretendo concluir, numa universidade.",['ESPP']
Doutoramento em Gestão Empresarial Aplicada,EG,140801,Masculino,34,Líbano,Baissour,,True,2016.0,3.17,False,False,2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Trabalha por conta própria - independente (sem empregados),Desempregado/a,Ensino pós-graduado - Doutoramento (Bolonha),Manhã,False,Trabalha por conta de outrem,Estudante sem bolsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['EG']
