NOME_CURSO,ESCOLAS_CURSO,RESPONDENT_STUDENT_NUMBER,RESPONDENT_GENDER,RESPONDENT_AGE,NACIONALIDADE_1,CONCELHO_DE_RESIDENCIA,DISTRITO_DE_RESIDENCIA,DESLOCADO_AREA_RESIDENCIA,ANO_CONCLUSAO_DA_HABILITACAO_ANTERIOR,NOTA_CONCLUSAO_HABILITACAO_ANTERIOR,FREQUENTA_OUTROS_CURSOS_EM_SIMULTANEO,ESTATUTO_TRABALHADOR_ESTUDANTE,NIVEL_ESCOLARIDADE_PAI,NIVEL_ESCOLARIDADE_MAE,CONDICAO_PROFISSIONAL_PAI,CONDICAO_PROFISSIONAL_MAE,HABILITACAO_ACADEMICA_ANTERIOR,FREQUENCIA_PERIODO_DIA,TEMPO_PARCIAL,CONDICAO_PROFISSIONAL_ALUNO,SCHOLARSHIP_GRANT_OWNER,1-1,1-2,1-3,1-4,1-5,1-6,1-7,1-8,1-9,1-10,1-11 MOTIVAÇÕES E EXPETATIVAS,1-12,1-13.1 MOTIVAÇÕES E EXPETATIVAS,1-13.2 MOTIVAÇÕES E EXPETATIVAS,1-13.3 MOTIVAÇÕES E EXPETATIVAS,1-13.4 MOTIVAÇÕES E EXPETATIVAS,1-13.5 MOTIVAÇÕES E EXPETATIVAS,1-13.6 MOTIVAÇÕES E EXPETATIVAS,1-13.7 MOTIVAÇÕES E EXPETATIVAS,1-13.8 MOTIVAÇÕES E EXPETATIVAS,1-13.9 MOTIVAÇÕES E EXPETATIVAS,1-13.10 MOTIVAÇÕES E EXPETATIVAS,1-13.11 MOTIVAÇÕES E EXPETATIVAS,1-13.12 MOTIVAÇÕES E EXPETATIVAS,1-13.13 MOTIVAÇÕES E EXPETATIVAS,1-13.14 MOTIVAÇÕES E EXPETATIVAS,1-13.15 MOTIVAÇÕES E EXPETATIVAS,1-13.16 MOTIVAÇÕES E EXPETATIVAS,1-13.17 MOTIVAÇÕES E EXPETATIVAS,1-13.18 MOTIVAÇÕES E EXPETATIVAS,1-14,1-15.1 MOTIVAÇÕES E EXPETATIVAS,1-15.2 MOTIVAÇÕES E EXPETATIVAS,1-15.3 MOTIVAÇÕES E EXPETATIVAS,1-15.4 MOTIVAÇÕES E EXPETATIVAS,1-15.5 MOTIVAÇÕES E EXPETATIVAS,1-15.6 MOTIVAÇÕES E EXPETATIVAS,1-15.7 MOTIVAÇÕES E EXPETATIVAS,1-15.8 MOTIVAÇÕES E EXPETATIVAS,1-15.9 MOTIVAÇÕES E EXPETATIVAS,1-15.10 MOTIVAÇÕES E EXPETATIVAS,1-15.11 MOTIVAÇÕES E EXPETATIVAS,1-15.12 MOTIVAÇÕES E EXPETATIVAS,1-15.13 MOTIVAÇÕES E EXPETATIVAS,1-15.14 MOTIVAÇÕES E EXPETATIVAS,1-15.15 MOTIVAÇÕES E EXPETATIVAS,1-16,1-17,1-18,1-19,1-20,1-21,1-22,1-23,1-24,1-25,1-26,1-27,1-28,ESCOLAS_CURSO_NORMALIZED
Doutoramento em Ciências da Comunicação,ESPP,121126,Feminino,47,Portugal,,,False,2025.0,16.0,False,False,Ensino médio,Ensino médio,Doméstica/o,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,1.0,2.0,2.0,,1.0,,,,Editora,"4, 3, 6",,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,,4.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,2.0,"6, 4, 1",,"5, 4, 1",,3,,2.0,,Investigação em promoção da leitura,['ESPP']
"Doutoramento em História, Estudos de Segurança e Defesa",ESPP,133801,Masculino,33,Moçambique,Lisboa,Lisboa,True,2018.0,16.0,False,False,Ensino Secundário - 12º ano de escolaridade ou equivalente,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Reformado/a,Doméstica/o,Ensino pós-graduado - Mestrado (Bolonha),,False,Outra situação,Bolseiro de uma instituição estrangeira,2.0,2.0,2.0,2.0,,3.0,,1.0,,Docente e Investigador do Ensino Superior Militar,"7, 5, 2",,5.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,3.0,1.0,5.0,4.0,Intercâmbio com académicos de Portugal.,4.0,5.0,4.0,4.0,5.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0,3.0,4.0,66.0,Nada a referir.,4.0,1.0,1.0,"5, 4, 10",,"5, 1, 11",,3,,5.0,Estratégia de Defesa Nacional,Ensino Superior e Estratégia de Defesa Nacional,['ESPP']
Doutoramento em Sociologia,ESPP,110554,Masculino,27,Portugal,Mafra,Lisboa,False,2024.0,17.0,False,False,Ensino pós-graduado - Mestrado (Pré Bolonha),Ensino superior - Licenciatura (Pré Bolonha),Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Noite,True,Trabalha por conta de outrem,Estudante sem bolsa,2.0,1.0,2.0,2.0,,3.0,,2.0,,"Jurista, Funcionário Público","7, 4, 6",,5.0,2.0,5.0,66.0,66.0,4.0,5.0,5.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,66.0,,5.0,2.0,2.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,66.0,,4.0,2.0,1.0,"8, 3, 2",,"7, 4, 11",,1,,2.0,,Gostaria de continuar com as funções que exerço agora como Técnico Superior na Administração Pública Local.,['ESPP']
Doutoramento em Gestão,EG,133857,Feminino,29,China,Zunyi,,False,2021.0,61.5,False,False,Ensino pós-graduado - Doutoramento (Bolonha),Ensino pós-graduado - Mestrado (Bolonha),Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),,False,Desempregado/a,Estudante sem bolsa,1.0,1.0,2.0,1.0,,3.0,,1.0,,College Lecturer,"4, 2, 1",,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,66.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,66.0,,4.0,1.0,2.0,8,,"7, 3, 1",,"4, 3, 2",,1.0,,"Stay in higher education and also be an expertise in the marketing field. Doing both researching, teaching and practicing.",['EG']
Doutoramento em Ciências da Comunicação,ESPP,135711,Masculino,47,Portugal,Oeiras,Lisboa,False,2000.0,13.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Outra situação,Reformado/a,Ensino superior - Licenciatura (Pré Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,3.0,,"Jornalista, coordenador de projectos editoriais","5, 3, 2",,5.0,4.0,66.0,66.0,66.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,66.0,,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,66.0,,1.0,1.0,2.0,"8, 2, 1",,"5, 2, 1",,"4, 1",,3.0,,"Coordenação de cobertura de desinformação na empresa onde trabalho; Investigação jornalística na área da desinformação, cruzada com técnicas de OSINT; Investigação académica aplicada na compreensão da desinformação e no desenvolvimento de estratégias de mitigação",['ESPP']
Doutoramento em Economia,EG; ECSH,133494,Masculino,28,Reino Unido,Montijo,Setúbal,False,2023.0,75.0,False,False,Ensino médio,Ensino médio,Trabalha por conta própria - independente (sem empregados),Doméstica/o,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,2.0,2.0,2.0,2.0,,1.0,,,,Consultant,"4, 1, 6",,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,3.0,1.0,2.0,"7, 4, 1",,"7, 1, 11",,2,,2.0,,,"['EG', 'ECSH']"
Doutoramento em Políticas Públicas,ESPP,108600,Feminino,56,Portugal,Mafra,Lisboa,False,2024.0,16.0,True,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Outra situação,Outra situação,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,1.0,2.0,2.0,,3.0,,2.0,,Técnica Superior de Administração Pública,"7, 5, 6",,5.0,3.0,4.0,66.0,66.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,66.0,4.0,4.0,5.0,5.0,66.0,,5.0,5.0,5.0,5.0,5.0,66.0,5.0,5.0,5.0,5.0,4.0,66.0,3.0,3.0,66.0,,1.0,1.0,2.0,"7, 6, 5",,"8, 5, 1",,"2, 1",,1.0,,"Gostaria de exercer um cargo de chefia que me pudesse dar a possibilidade de por em prática alguns dos conhecimentos adquiridos, ou lecionar em regime parcial no ensino superior.",['ESPP']
Doutoramento em Políticas Públicas,ESPP,135089,Feminino,48,Portugal,Faro,Faro,True,2017.0,17.0,False,True,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Outra situação,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,2.0,,Técnica Superior,"5, 3, 2",,5.0,66.0,66.0,5.0,66.0,5.0,5.0,4.0,66.0,66.0,66.0,66.0,4.0,66.0,5.0,4.0,5.0,66.0,,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,66.0,,4.0,1.0,2.0,"6, 3, 2",,"4, 3, 10",,"3, 2",,2.0,,"Investigação, formação, ensino",['ESPP']
Doutoramento em Ciências da Comunicação,ESPP,134686,Feminino,50,Portugal,Oeiras,Lisboa,False,2000.0,13.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Outra situação,Outra situação,Ensino superior - Licenciatura (Pré Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,1.0,1.0,2.0,2.0,,4.0,,,,Diretora de RH (último cargo/estou desempregada),"11, 10, 6",,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,66.0,66.0,66.0,66.0,4.0,5.0,5.0,66.0,,5.0,4.0,5.0,5.0,5.0,66.0,5.0,5.0,5.0,4.0,66.0,66.0,5.0,5.0,66.0,,3.0,1.0,2.0,10,,5,,5,Estou desempregada não sabendo o que poderá acontecer daqui a um ano,5.0,Por agora não faço expectativas,"Por agora não faço expectativas, quando começar o doutoramento tenho 50 anos pelo que o mercado de trabalho será uma situação difícil",['ESPP']
Doutoramento em Estudos Internacionais,ESPP,133810,Masculino,39,Bangladesh,Joypurhat,,False,2009.0,300.0,False,False,Desconhecido,Desconhecido,Outra situação,Outra situação,Ensino pós-graduado - Mestrado (Bolonha),,False,Outra situação,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,1.0,,Associate Professor in Law,"7, 5, 2",,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,66.0,1.0,3.0,4.0,3.0,,4.0,5.0,1.0,3.0,1.0,3.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,1.0,3.0,,1.0,1.0,1.0,10,,"6, 4, 2",,"4, 3, 2, 1",,1.0,,Higher education and policy making of government.,['ESPP']
Doutoramento em Administração Pública,ESPP,2942,Feminino,47,Portugal,Oeiras,Lisboa,False,2007.0,16.0,False,False,Ensino Secundário - 12º ano de escolaridade ou equivalente,Ensino superior - Licenciatura (Pré Bolonha),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Pré Bolonha),,False,Trabalha por conta de outrem,Bolseiros da FCT,1.0,1.0,1.0,1.0,,1.0,,,,Técnica Superior de Conhecimento e Formação,"5, 4, 3",,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,1.0,nada a acrescentar,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,nada a acrescentar,1.0,1.0,1.0,"5, 2, 11",Acesso a informação necessária ao tema.,"7, 5, 1",,"4, 2",,2.0,,Políticas públicas e contributo em estudos e propostas de melhoria da administração pública.,['ESPP']
Doutoramento em Psicologia,ECSH,135722,Feminino,38,Azerbaijão,Sintra,Lisboa,True,2017.0,84.4,True,False,Outro,Outro,Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Manhã,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,4.0,,Primary Curriculum Coordinator,"4, 3",,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1.0,1.0,1.0,"9, 4, 10",,"7, 5, 1",,2,,4.0,,,['ECSH']
Doutoramento em Ciências e Tecnologias da Informação,ISTA,36408,Masculino,41,Portugal,Lisboa,Lisboa,False,2024.0,18.0,False,True,Ensino superior - Licenciatura (Pré Bolonha),Ensino superior - Licenciatura (Pré Bolonha),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,1.0,1.0,2.0,,3.0,.,2.0,.,funcionário público em departamento de estatística.,"4, 2, 1",.,3.0,3.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,66.0,.,5.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,66.0,.,3.0,1.0,2.0,"9, 2, 1",.,"8, 4, 1",.,4,.,1.0,.,Consultoria privada na área do meu plano de trabalhos; professor no ensino superior,['ISTA']
Doutoramento em Estudos Internacionais,ESPP,135311,Feminino,25,China,Lisboa,Lisboa,True,2025.0,86.0,False,False,Ensino superior - Bacharelato,Ensino superior - Bacharelato/Licenciatura (Pré Bolonha),Trabalha por conta de outrem,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),,False,"Aluno, estudante",Estudante sem bolsa,1.0,1.0,2.0,1.0,,2.0,,,,Student,"9, 3, 6",,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,66.0,,5.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,66.0,,3.0,1.0,2.0,"9, 4, 1",,"7, 3, 2",,"4, 3",,2.0,"I hope to work in an international organisation such as the United Nations, an EU agency or a global think tank, or in the public sector, where I can work on projects that make a concrete difference to society.","My long-term goal is to work in international organizations such as the United Nations, European Union agencies, or global think tanks, shaping policies that address global inequalities and small-state diplomacy. I believe Iscte’s PhD program, faculty, and alumni network will be instrumental in equipping me with the theoretical knowledge, research methodologies, and professional connections needed to make meaningful contributions.",['ESPP']
Doutoramento em Estudos Internacionais,ESPP,134493,Feminino,36,Bangladesh,Rajshahi,,False,2012.0,3.325,False,False,Ensino superior - Licenciatura (Bolonha),Ensino médio,Reformado/a,Doméstica/o,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ESPP']
"Doutoramento em Economia Política, Doutoramento Interdisciplinar",0503; ECSH; 1517,134707,Masculino,41,Guiné Bissau,Seixal,Setúbal,False,2013.0,11.0,False,False,Ensino médio,Ensino médio,Outra situação,Outra situação,Ensino superior - Licenciatura (Bolonha),Tarde,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,2.0,,Adjunto do Presidente da Câmara Municipal de Oeiras,"11, 9, 3",,5.0,5.0,66.0,66.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,66.0,,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,1.0,1.0,1.0,"4, 3, 1",,"5, 4, 9",,"2, 1",,2.0,,Na área da cooperação descentralizada,"['0503', 'ECSH', '1517']"
Doutoramento em Serviço Social,ESPP,134644,Masculino,38,Guiné Bissau,Sintra,Lisboa,False,2024.0,13.0,False,False,2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Reformado/a,Doméstica/o,Ensino pós-graduado - Mestrado (Bolonha),,False,"Aluno, estudante",Estudante sem bolsa,2.0,1.0,2.0,2.0,,3.0,,3.0,,servente de carpinteiro na obra,"5, 2, 1",,4.0,5.0,66.0,4.0,2.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,,5.0,5.0,2.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,,4.0,1.0,2.0,"7, 4, 2",,"8, 5, 1",,"4, 3",,1.0,,Apos doutoramento gostaria de continuar como docente mas no ensino superior. Tambem gostaria de trabalhar nas organizaçoes sem fim lucrativas.,['ESPP']
"Doutoramento em Economia Política, Doutoramento Interdisciplinar",0503; ECSH; 1517,134525,Masculino,66,Portugal,Lisboa,Lisboa,False,2000.0,,False,False,Ensino pós-graduado - Doutoramento (Pré Bolonha),Ensino Secundário - 12º ano de escolaridade ou equivalente,Outra situação,Outra situação,Ensino pós-graduado - Mestrado (Pré Bolonha),Tarde,False,Trabalha por conta própria - (como empregador),Estudante sem bolsa,2.0,2.0,2.0,2.0,,1.0,,,,Empresário (setor vitivinícola e hoteleiro),"7, 4, 6",,5.0,66.0,66.0,66.0,5.0,5.0,5.0,5.0,66.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,66.0,3.0,,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,66.0,3.0,,4.0,1.0,2.0,"8, 2, 1",,"5, 4, 1",,1,,5.0,Continuação da atividade empresarial atual,"Após o Doutoramento, pretendo, em princípio, continuar a trabalhar e a gerir as minhas empresas.","['0503', 'ECSH', '1517']"
Doutoramento em Ciências da Comunicação,ESPP,135689,Feminino,24,China,GUANGZHOU,,False,2025.0,2.0,False,False,Ensino superior - Licenciatura (Bolonha),Ensino superior - Licenciatura (Bolonha),"Aluno, estudante","Aluno, estudante",Ensino superior - Licenciatura (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,1.0,1.0,1.0,1.0,,2.0,,,,Freelancer,1,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1.0,1.0,1.0,5,,1,,1,,1.0,,,['ESPP']
"Doutoramento em História, Estudos de Segurança e Defesa",ESPP,76033,Masculino,65,Portugal,Alenquer,Lisboa,False,2020.0,16.0,False,False,Outro,Outro,Outra situação,Outra situação,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,3.0,"Nao tenho necessidade, e ha quem necessite mais.",3.0,-----------,3.0,----------------,Administrador de empresa bancaria,"4, 3, 6",---------------,5.0,66.0,4.0,66.0,66.0,5.0,5.0,5.0,66.0,4.0,66.0,66.0,66.0,5.0,4.0,5.0,66.0,66.0,,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,66.0,66.0,66.0,66.0,66.0,,3.0,1.0,1.0,"8, 5, 10",,"5, 4, 1",,4,,3.0,,Consultadoria,['ESPP']
Doutoramento em Estudos Internacionais,ESPP,133846,Masculino,41,Nigéria,Ibadan,,False,2024.0,,False,False,Ensino pós-graduado - Mestrado (Bolonha),Licenciatura de Mestrado Integrado,Outra situação,Outra situação,Ensino superior - Licenciatura (Bolonha),,False,Outra situação,Estudante sem bolsa,2.0,1.0,1.0,1.0,,4.0,,,,TEFL TEACHER.,"11, 2, 1",,5.0,5.0,66.0,66.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,1.0,1.0,2.0,"4, 10",,"8, 7, 10",,"4, 3, 2, 1",,1.0,,I would like to work in Higher education or any international institutions,['ESPP']
Doutoramento em Estudos Internacionais,ESPP,89612,Feminino,27,Portugal,Lisboa,Lisboa,False,2021.0,18.0,False,True,Diploma de Especialização Tecnológica,Diploma de Especialização Tecnológica,Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,4.0,,Responsável de Advocacy e Comunicação,"4, 3, 2",,5.0,5.0,5.0,66.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,3.0,66.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,2.0,66.0,,3.0,1.0,2.0,"2, 1",,"8, 4, 1, 12, 11",,3,,2.0,,,['ESPP']
Doutoramento em Administração Pública,ESPP,113238,Feminino,50,Portugal,Lisboa,Lisboa,False,2015.0,16.0,False,False,Ensino Secundário - 12º ano de escolaridade ou equivalente,Diploma de curso técnico superior profissional,Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Pré Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,2.0,,Subinspetora-Geral,3,,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,1.0,1.0,2.0,7,,5,,2,,1.0,,Administração Pública e Ensino Superior,['ESPP']
Doutoramento em Estudos Africanos,ESPP,133902,Masculino,40,Angola,Catumbela,,True,2020.0,16.0,False,False,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Outra situação,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,2.0,1.0,2.0,2.0,,2.0,,,,Professor  universitário,"5, 3, 1",Auto - realização,5.0,5.0,66.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,66.0,5.0,5.0,66.0,5.0,66.0,Partilha de ideias e conhecimentos com os colegas que frequentam o ISCTE,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Os sites de publicação das atividades científicas.,1.0,1.0,1.0,"9, 4, 1",A situação sociolaboral e os custos com as rendas  de residência,"5, 3, 1",,"4, 2",Autodisciplina e o estabelecimento de prioridades,1.0,Projetos voluntários  nas comunidades.,"Gostaria de trabalhar na docência universitária,  em projetos de investigação e produção científica.",['ESPP']
Doutoramento em Gestão,EG,133661,Feminino,37,China,Chengdu,,True,2015.0,82.3,False,False,Ensino médio,Ensino médio,Trabalha por conta própria - independente (sem empregados),Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta própria - (como empregador),Estudante sem bolsa,1.0,,2.0,2.0,,1.0,,,,"Financial planer,co founder Cultural company",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['EG']
Doutoramento em Psicologia,ECSH,102006,Feminino,25,Portugal,Setúbal,Setúbal,False,2023.0,17.0,False,True,Ensino Secundário - 12º ano de escolaridade ou equivalente,Ensino Secundário - 12º ano de escolaridade ou equivalente,Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Manhã,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,3.0,,Talent Acquisition Associate (Human Resources),"5, 6",,5.0,5.0,5.0,66.0,66.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,4.0,66.0,,5.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,66.0,,3.0,1.0,2.0,"7, 2, 10",,"8, 5, 1",,4,,1.0,,Formação de (futuros) professores/docentes,['ECSH']
Doutoramento em Estudos Africanos,ESPP,134139,Feminino,36,Moçambique,Maputo,,False,2018.0,16.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Trabalha por conta própria - (como empregador),Desempregado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,1.0,,Professor/a do Ensino Superior,"9, 5, 3, 2, 6",,5.0,3.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,66.0,,4.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,4.0,1.0,2.0,"5, 3, 1",,"5, 4, 1",,2,,1.0,,"Gostaria de trabalhar na area da investigacao, aprimorando os meus conhecimentos de forma consistente e buscando novas oportunidades para aplicar os meus conhecimentos.",['ESPP']
"Doutoramento em História, Estudos de Segurança e Defesa",ESPP,134514,Feminino,39,Portugal,Mafra,Lisboa,False,2012.0,16.0,True,False,Ensino médio,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Outra situação,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,1.0,,,,Professor Ensino Superior,"7, 5, 4, 1",,5.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1.0,1.0,2.0,"5, 2, 1",,"4, 1, 10",,1,,1.0,,,['ESPP']
